,Name,epoch,_runtime,test_loss,test_accuracy,expected_gradient_norm,fraction_single_pixel_polygons,smoothness_squared_penalty_per_polygon,num_polygons,train_accuracy,total_num_interpolations,smoothness_squared_penalty,_wandb,val_loss,_timestamp,train_loss,val_accuracy,trainer/global_step,fraction_polygons_counted,_step,smoothness_penalty,smoothness_penalty_per_polygon,cpu,group,aa-seed,aa_seed,dropout,batch-norm,batch-size,batch_norm,batch_size,max-epochs,max_epochs,model_name,log-results,log_results,plot_polygons,model_save_dir,num-hidden-layers,num_hidden_layers,num-interpolations,num_interpolations,hidden_group_channels,full-conv-hidden-channels,full_conv_hidden_channels,sanity_check_equivariance
10,group=translate_HW-full_conv_hc=19-bn=True-drop=0.0-seed10,23,1884.224240541458,0.17893560230731964,0.9559999704360962,24.595824540559896,0.05987301932213033,1.7184137645722255,21921.0,0.9921875,7500000.0,35453.725867513436,{'runtime': 1883},0.1547016054391861,1709173733.7580216,0.018116740509867668,0.989366352558136,1104,0.0029228,1137,11322.760017764038,0.517639746830731,False,translate_HW,10,10,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=19-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,931,19,19,False
11,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed10,29,1190.882482767105,0.1401284486055374,0.9550999999046326,13.543319262304689,0.04315037206798884,0.3056211819746826,75846.0,0.9775390625,7500000.0,22984.058690164147,{'runtime': 1189},0.13573935627937317,1709172007.2750208,0.06316358596086502,0.9672369360923768,1392,0.0101128,1430,18983.04314830358,0.2507295572816504,False,translate_H,10,10,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,931,19,19,False
12,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed10,39,865.6265397071838,0.2087131589651108,0.9333000183105468,12.586580940201822,0.014354350564273288,0.5365355914799579,15347.0,0.9375,7500000.0,7939.720275749605,{'runtime': 864},0.18961897492408752,1709171834.9615858,0.19031180441379547,0.9423518776893616,1872,0.0020462666666666665,1921,2553.2183088159263,0.16521762792171796,False,trivial,10,10,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,931,19,19,False
13,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed10,18,733.7670052051544,0.1770709604024887,0.9473999738693236,16.6163615609375,0.05025476822471194,3.2853390114149335,7035.0,0.96484375,7500000.0,22221.499010759468,{'runtime': 732},0.16052770614624023,1709170954.3304942,0.09108781069517136,0.9724608063697816,864,0.000938,892,5625.3724927628355,0.7911322838505808,False,translate_HW,10,10,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,343,7,7,False
14,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed10,48,972.5058844089508,0.16080191731452942,0.9523000121116638,14.701202231184896,0.039220969323455646,1.329352756102582,29026.0,0.9638671875,7500000.0,37979.977082757905,{'runtime': 971},0.15093474090099335,1709170798.8994465,0.10371604561805724,0.962537169456482,2304,0.003870133333333333,2361,18811.47791290586,0.6449320117587082,False,translate_H,10,10,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,343,7,7,False
15,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed10,57,781.9165878295898,0.2062506526708603,0.9368000030517578,12.2503542164388,0.04315634822519677,1.4759623594217892,6136.0,0.93359375,7500000.0,8801.474016658738,{'runtime': 780},0.18387502431869507,1709170206.7186267,0.20341914892196655,0.9423012137413024,2736,0.0008181333333333333,2803,2821.114885091072,0.45503335970971415,False,trivial,10,10,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,343,7,7,False
16,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed10,34,879.576256275177,0.18232102692127228,0.9469000101089478,15.114248656608074,0.038436706896416185,4.460664776084819,12151.0,0.947265625,7500000.0,53115.60590973701,{'runtime': 878},0.16879208385944366,1709169805.9112763,0.15230770409107208,0.956231415271759,1632,0.0016201333333333335,1675,15964.942687193165,1.3063808136076724,False,translate_HW,10,10,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,147,3,3,False
17,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed10,33,658.3987815380096,0.2501525282859802,0.9210000038146972,13.98614012421875,0.057406409813985246,4.334575000032197,2642.0,0.9267578125,7500000.0,11407.135926720885,{'runtime': 657},0.23624789714813232,1709169407.7270503,0.2292345017194748,0.9317858815193176,1584,0.0003522666666666667,1627,2777.2535911340965,1.056548946293494,False,translate_H,10,10,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,147,3,3,False
18,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed10,39,639.5629925727844,0.295953631401062,0.9054999947547911,11.983999208626305,0.06419216926250679,3.3866476771966134,2508.0,0.9345703125,7500000.0,8364.105670866675,{'runtime': 638},0.280375599861145,1709168733.7965703,0.23808178305625916,0.9123782515525818,1872,0.0003344,1921,2172.321195201359,0.8587868265511437,False,trivial,10,10,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,147,3,3,False
19,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed10,126,1365.0818073749542,0.32455167174339294,0.899399995803833,15.276021011914064,0.047383443766502706,23.65393955985681,789.0,0.919921875,7500000.0,19231.419408898175,{'runtime': 1359},0.3145757019519806,1709168077.6126733,0.26053592562675476,0.9055653214454652,6048,0.0001052,6184,2456.427160570398,3.0731939475240493,False,translate_HW,10,10,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,49,1,1,False
20,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed10,39,689.0959401130676,0.6108395457267761,0.8070999979972839,11.14023896578776,0.022257843711254992,11.004308861519377,651.0,0.8291015625,7500000.0,7582.354682701091,{'runtime': 688},0.5979572534561157,1709166700.123388,0.5308613777160645,0.8215106725692749,1872,8.679999999999998e-05,1921,1260.9381820484996,1.864004047796287,False,translate_H,10,10,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,49,1,1,False
21,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed10,48,678.2049829959869,0.47817662358284,0.847000002861023,13.575462490755209,0.03426634054756537,13.393967595878234,845.0,0.8388671875,7500000.0,11650.80877605584,{'runtime': 676},0.4701496958732605,1709165995.355867,0.485448956489563,0.8494894504547119,2304,0.00011266666666666668,2362,1809.7162262076456,2.1123329306601137,False,trivial,10,10,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed10,True,True,False,,5,5,750000,750000,49,1,1,False
22,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed9,20,5918.082305669785,0.104176364839077,0.9715999960899352,24.226644920963544,0.055204367501736795,0.3137484751496887,199102.0,0.9951171875,7500000.0,61982.76190304083,{'runtime': 5916},0.09356391429901124,1709168910.1138177,0.014646979048848152,0.9937280416488647,960,0.026546933333333335,989,46858.347379977815,0.23526792285887616,False,translate_HW,9,9,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed9,True,True,False,,5,5,750000,750000,2401,49,49,False
23,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed9,28,3665.088236808777,0.16216827929019928,0.9510999917984008,15.50873972203776,0.040868946061117385,0.24391774424778992,43444.0,0.9697265625,7500000.0,9866.858443862218,{'runtime': 3664},0.15335972607135773,1709165299.6121397,0.08689257502555847,0.9663240313529968,1344,0.005792533333333333,1382,4273.81453137123,0.09852289926588194,False,translate_H,9,9,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed9,True,True,False,,5,5,750000,750000,2401,49,49,False
24,group=trivial-full_conv_hc=49-bn=True-drop=0.0-seed9,62,2311.5248074531555,0.17252638936042786,0.945800006389618,17.702553501953126,0.048802652245414205,0.1624669246369766,143217.0,0.9619140625,7500000.0,22196.892953786133,{'runtime': 2310},0.1567225456237793,1709162976.0925343,0.12863340973854065,0.95467609167099,2976,0.0190956,3047,12586.68104186043,0.08779651491902904,False,trivial,9,9,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=49-bn=True-drop=0.0-seed9,True,True,False,,5,5,750000,750000,2401,49,49,False
