,Name,_runtime,_step,_timestamp,_wandb,epoch,train_accuracy,train_loss,trainer/global_step,val_accuracy,val_loss,test_accuracy,test_loss,cpu,beta1,beta2,group,aa_seed,augment,dataset,dropout,patience,num_train,batch_norm,batch_size,max_epochs,save_model,log_results,weight_decay,hidden_layers,learning_rate,hidden_group_channels,sanity_check_equivariance
147,ethereal-sweep-683,394.1598272323608,8462,1722737091.4024622,{'runtime': 392},36,0.9296875,0.1988614797592163,8424,0.9017761945724488,0.26492390036582947,0.6873000264167786,1.2814393043518066,False,0.895476552872698,0.9922931545312288,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.026474237174841e-05,6,0.0005288244780177243,32,False
148,resilient-sweep-682,467.2814838886261,13162,1722736861.045755,{'runtime': 466},56,0.9140625,0.2935904264450073,13104,0.9051148295402528,0.303396075963974,0.6496000289916992,1.171355962753296,False,0.8905956712062453,0.9929638615603164,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.7000082675351696e-05,6,0.0001233304073441685,32,False
149,true-sweep-681,206.3366994857788,5642,1722736378.0537364,{'runtime': 205},24,0.9140625,0.292305052280426,5616,0.8808093070983887,0.33321574330329895,0.7063000202178955,0.9871841073036194,False,0.8880299036109025,0.9956424437067628,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.556823349678055e-05,6,0.0007671369972783972,32,False
150,robust-sweep-680,334.902357339859,6817,1722736682.8071694,{'runtime': 333},29,0.890625,0.24259977042675016,6786,0.91509747505188,0.2396497279405594,0.7160999774932861,1.0435492992401123,False,0.8427197613407167,0.992861747382012,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.27146173396441e-06,6,0.0005403826553635694,32,False
151,winter-sweep-679,305.9408781528473,8462,1722736159.093543,{'runtime': 304},36,0.9140625,0.23658022284507751,8424,0.9125267267227172,0.2512344717979431,0.6815999746322632,1.1440229415893557,False,0.8812765117022918,0.9922134642456572,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.0078702747263623e-05,6,0.000340363432217807,32,False
152,dutiful-sweep-678,1128.4647839069366,20211,1722736866.766429,{'runtime': 1127},86,0.8984375,0.2636301517486572,20124,0.9197048544883728,0.28269171714782715,0.6502000093460083,1.2120803594589231,False,0.8291940735248654,0.990376712280216,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.779765938487603e-05,6,7.405263225732504e-05,32,False
153,wise-sweep-677,370.6718838214874,7757,1722736332.7137709,{'runtime': 369},33,0.8828125,0.3386055827140808,7722,0.922776460647583,0.21927610039711,0.6948999762535095,1.156980276107788,False,0.8796463934569937,0.9902908087148052,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.036867220374986e-05,6,0.0005150504909356914,32,False
154,vibrant-sweep-676,322.86700677871704,6582,1722735946.4591258,{'runtime': 321},28,0.8828125,0.2984963357448578,6552,0.8913261294364929,0.3004940450191498,0.7113000154495239,1.073267102241516,False,0.8265218883126842,0.9906373167768276,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.5889250943714173e-05,6,0.0007475135551818562,32,False
155,rare-sweep-675,575.5633568763733,16217,1722735836.793043,{'runtime': 574},69,1.0,0.08246354013681412,16146,0.9802350401878356,0.09311892092227936,0.6802999973297119,1.3369905948638916,False,0.8751661170792662,0.9981410178702405,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.1421349925912345e-05,6,0.0001902022572482024,32,False
156,prime-sweep-674,416.1319181919098,8932,1722735611.42127,{'runtime': 414},38,0.96875,0.17118433117866516,8892,0.940337896347046,0.16807037591934204,0.694100022315979,1.2634193897247314,False,0.843340517660537,0.9941790186624884,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.608689989236637e-05,6,0.0006084018186042901,32,False
157,denim-sweep-673,334.43028926849365,6817,1722735180.9606302,{'runtime': 333},29,0.9453125,0.17669983208179474,6786,0.9003071784973145,0.28638482093811035,0.6912999749183655,1.0620225667953491,False,0.8867668933673666,0.9936090965685704,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.947759637358158e-05,6,0.00043944507871818736,32,False
158,brisk-sweep-672,953.7313144207,27027,1722735247.1536183,{'runtime': 952},115,0.984375,0.12927228212356567,26910,0.973724603652954,0.1424889862537384,0.652400016784668,1.308912992477417,False,0.8648760835892587,0.9952830262095838,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.901971496259266e-05,6,7.385286472976175e-05,32,False
159,wandering-sweep-671,389.92956733703613,8227,1722734829.556183,{'runtime': 388},35,0.9609375,0.13884833455085754,8190,0.9406049847602844,0.16928115487098694,0.7117999792098999,1.2008198499679563,False,0.8469731926661066,0.9981367283203364,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.1937130045274658e-05,6,0.0006634076143730406,32,False
160,giddy-sweep-670,251.00515389442444,5172,1722734426.053772,{'runtime': 249},22,0.8359375,0.4268169105052948,5148,0.8761017918586731,0.35397303104400635,0.7087000012397766,0.990750014781952,False,0.8822343194768879,0.9962887710378452,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.0880239137441755e-05,6,0.0006614204048251407,32,False
161,glowing-sweep-669,2013.8713510036469,36896,1722735722.133077,{'runtime': 2012},157,0.9375,0.2472822070121765,36738,0.91940438747406,0.3006976246833801,0.6420000195503235,1.1789778470993042,False,0.8904147444766994,0.9942009345778162,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.801599618120643e-05,6,3.280224508281259e-05,32,False
162,lemon-sweep-668,763.7040383815765,21622,1722734280.2708414,{'runtime': 762},92,0.96875,0.19673189520835876,21528,0.9599692821502686,0.18127304315567017,0.6596999764442444,1.2394015789031982,False,0.8297478422923538,0.992336016968241,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.026051556762713e-05,6,8.0758220577805e-05,32,False
163,clean-sweep-667,578.6099293231964,11987,1722734161.4968653,{'runtime': 577},51,0.9453125,0.1460712105035782,11934,0.9669137001037598,0.10741640627384186,0.6887000203132629,1.366217017173767,False,0.8799511176946633,0.9984847111544772,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.789530364581609e-05,6,0.000386999337171862,32,False
164,fluent-sweep-666,262.4966802597046,7287,1722733504.1302173,{'runtime': 261},31,0.828125,0.33542075753211975,7254,0.9185363054275512,0.2316545397043228,0.7107999920845032,1.091318964958191,False,0.891818726035367,0.9911157579704856,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.229699505007219e-05,6,0.0007343538797235144,32,False
165,rural-sweep-665,317.35065817832947,6582,1722733567.1507485,{'runtime': 316},28,0.8984375,0.30037304759025574,6552,0.8984375,0.284410297870636,0.7080000042915344,1.093743085861206,False,0.8122884110184433,0.9921461012726756,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.386702921542285e-05,6,0.0007719526852960492,32,False
166,iconic-sweep-664,883.1133913993835,15746,1722733693.1298254,{'runtime': 881},67,0.9375,0.165013387799263,15678,0.978165090084076,0.08203709125518799,0.6754999756813049,1.4943156242370603,False,0.8762683154249018,0.990912053762533,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.1551855511143234e-05,6,0.0002650601987174608,32,False
167,scarlet-sweep-663,384.33234882354736,10812,1722733229.569444,{'runtime': 383},46,0.9296875,0.1839688271284103,10764,0.968382716178894,0.09258512407541276,0.7312999963760376,1.2965466976165771,False,0.8815308319371922,0.9946564918336536,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.106395305189197e-05,6,0.0009682105086977884,32,False
168,sandy-sweep-662,370.1625699996948,10342,1722732828.698749,{'runtime': 369},44,0.9453125,0.14433670043945312,10296,0.9604700803756714,0.12569434940814972,0.7042999863624573,1.274349570274353,False,0.8917648151152272,0.9968984288452548,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.674102140098601e-05,6,0.0004515572655183595,32,False
169,different-sweep-661,516.6391220092773,10577,1722733236.271366,{'runtime': 515},45,0.953125,0.11794711649417876,10530,0.9581997990608216,0.12191804498434068,0.7121999859809875,1.3226401805877686,False,0.8857160702394118,0.9905434266363474,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.1921705666345214e-06,6,0.0007221685546423504,32,False
170,comfy-sweep-660,444.9477035999298,7756,1722732794.4866877,{'runtime': 443},33,0.9140625,0.27243489027023315,7722,0.9235443472862244,0.21261923015117645,0.7128000259399414,1.1775156259536743,False,0.8718023009249349,0.9948619909875948,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.635301964438535e-05,6,0.0009828134047803333,32,False
171,deep-sweep-659,329.4135847091675,9167,1722732443.7139816,{'runtime': 328},39,0.890625,0.2856871783733368,9126,0.9249466061592102,0.2286259233951569,0.6790000200271606,1.2120107412338257,False,0.8136529795339263,0.992839782923258,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.857076769263583e-05,6,0.00032528055436752417,32,False
172,kind-sweep-658,442.3929541110992,7756,1722732330.909491,{'runtime': 441},33,0.890625,0.2904594838619232,7722,0.9172676205635072,0.23545195162296295,0.7092999815940857,1.0816102027893066,False,0.8926934575011228,0.9947476954972938,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.7923356290437685e-05,6,0.0005338829682305592,32,False
173,proud-sweep-657,617.6881458759308,13397,1722732701.620648,{'runtime': 616},57,0.953125,0.1282733529806137,13338,0.9720553159713744,0.08675505965948105,0.7009999752044678,1.4426143169403076,False,0.806489904408623,0.9962454013035048,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.9062317067175884e-05,6,0.000509467389696442,32,False
174,divine-sweep-656,362.3416774272918,10107,1722732099.8494754,{'runtime': 361},43,0.9296875,0.15203021466732025,10062,0.9521234035491944,0.14209133386611938,0.6990000009536743,1.2828301191329956,False,0.8750215251462592,0.9913065658313268,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.327545888649118e-05,6,0.0005590833848792161,32,False
175,divine-sweep-655,327.1615631580353,9167,1722731721.130752,{'runtime': 326},39,0.8984375,0.2538723945617676,9126,0.9344283938407898,0.1848319172859192,0.7093999981880188,1.344261884689331,False,0.8127610756671837,0.994656581662404,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.940738822990907e-05,6,0.0008622282176586729,32,False
176,twilight-sweep-654,586.7853834629059,12457,1722732068.1050634,{'runtime': 585},53,0.9296875,0.22560004889965057,12402,0.951355516910553,0.17663784325122833,0.6919000148773193,1.1476598978042605,False,0.8009115280401061,0.9924248315516124,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.31904079161246e-05,6,0.00018443580027375543,32,False
177,legendary-sweep-653,863.4530899524689,15511,1722731873.507151,{'runtime': 862},66,0.96875,0.13048572838306427,15444,0.9689837098121644,0.12030255049467088,0.671999990940094,1.3672401905059814,False,0.8110953791333093,0.9971266093431522,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.2529378313984863e-05,6,0.00017065461298702776,32,False
178,different-sweep-652,481.3551468849182,13632,1722731378.7859,{'runtime': 480},58,0.9453125,0.16551966965198517,13572,0.976228654384613,0.08357644081115723,0.6930999755859375,1.4463104009628296,False,0.8792690900510906,0.9928598731779074,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.24130311838195e-05,6,0.0004210017841182433,32,False
179,graceful-sweep-651,400.4966025352478,8227,1722731464.0343957,{'runtime': 399},35,0.9140625,0.23173199594020844,8190,0.9440104365348816,0.158633291721344,0.7175999879837036,1.211811900138855,False,0.8049165276182506,0.9977464149405983,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.719070041754492e-06,6,0.000963583782462665,32,False
180,magic-sweep-650,643.4335227012634,11516,1722730996.2146635,{'runtime': 642},49,0.9609375,0.17901845276355743,11466,0.969117283821106,0.0923549458384514,0.7139999866485596,1.3772941827774048,False,0.8201744905837234,0.9913956132240084,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.486973740860158e-09,6,0.000873817159511521,32,False
181,sunny-sweep-649,479.881561756134,10107,1722731045.9655497,{'runtime': 478},43,0.9375,0.19746369123458865,10062,0.9617721438407898,0.1176941841840744,0.7129999995231628,1.2922452688217163,False,0.8014195428100331,0.9921370960236492,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.985554524710364e-05,6,0.0008058959985041345,32,False
182,woven-sweep-648,433.042594909668,8932,1722730552.805733,{'runtime': 431},38,0.921875,0.18169769644737244,8892,0.9230101704597472,0.2270207405090332,0.6877999901771545,1.1770260334014893,False,0.8415574603019574,0.9900027545446916,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.125517193959526e-05,6,0.0004355014531636021,32,False
183,polished-sweep-647,1048.9942865371704,29847,1722730883.0542686,{'runtime': 1047},127,0.8359375,0.4005427956581116,29718,0.9118589758872986,0.31330928206443787,0.6640999913215637,1.0934460163116455,False,0.878872639169504,0.9985772847382786,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.5838113820801036e-06,6,3.9996000525110115e-05,32,False
184,northern-sweep-646,433.7914021015167,9167,1722730104.1567562,{'runtime': 432},39,0.96875,0.1185569018125534,9126,0.952791154384613,0.1425400972366333,0.7226999998092651,1.1565808057785034,False,0.8354133774807678,0.996186567740485,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.543247830015887e-06,6,0.0006335358380025542,32,False
185,peachy-sweep-645,431.66609382629395,12222,1722729816.758633,{'runtime': 430},52,0.953125,0.1360117346048355,12168,0.9576990008354188,0.14562301337718964,0.6898000240325928,1.2504255771636963,False,0.8972006884876901,0.993917371682964,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.3617380753975137e-05,6,0.0002707262128139522,32,False
186,feasible-sweep-644,1356.0691411495209,24441,1722730338.846794,{'runtime': 1354},104,0.9609375,0.15997673571109772,24336,0.96627938747406,0.15383826196193695,0.6477000117301941,1.3820440769195557,False,0.8783255069009177,0.9935680041911056,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.9603503212832285e-05,6,8.357913301642103e-05,32,False
187,gentle-sweep-643,372.0382580757141,10342,1722729370.772139,{'runtime': 370},44,0.921875,0.1967443525791168,10296,0.94244122505188,0.16598771512508392,0.6992999911308289,1.275600790977478,False,0.8220140200623269,0.9936349533650176,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.808667762119053e-05,6,0.0004172460186806954,32,False
188,happy-sweep-642,392.8381536006927,11047,1722728984.3837247,{'runtime': 391},47,0.984375,0.05613252520561218,10998,0.9638755321502686,0.1056300401687622,0.7196000218391418,1.3093771934509275,False,0.8443663784949021,0.9931394652319744,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.814963392382792e-05,6,0.0008308799138143919,32,False
189,leafy-sweep-641,542.8065416812897,9636,1722728965.2528155,{'runtime': 541},41,0.9296875,0.1765025109052658,9594,0.9567975401878356,0.1315753608942032,0.7153000235557556,1.2083393335342407,False,0.8349248297444245,0.9957639734983976,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.1368641452676215e-05,6,0.000687231067414806,32,False
190,dandy-sweep-640,1021.2657477855682,21857,1722729654.0517287,{'runtime': 1019},93,0.921875,0.2592177391052246,21762,0.9497195482254028,0.2020407468080521,0.6474999785423279,1.2671630382537842,False,0.8469037205882003,0.993881884282872,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.047589982019212e-05,6,8.565231926152539e-05,32,False
191,lyric-sweep-639,367.1073822975158,10342,1722728576.9266462,{'runtime': 366},44,0.9453125,0.15123270452022552,10296,0.96257346868515,0.10915479063987732,0.7228000164031982,1.2818336486816406,False,0.859913996983603,0.9961805869443252,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.2972314486334868e-05,6,0.0009622007158984662,32,False
192,swept-sweep-638,430.93242931365967,7521,1722728407.0234952,{'runtime': 429},32,0.8984375,0.23557233810424805,7488,0.9394030570983888,0.1782819777727127,0.7271000146865845,1.114228129386902,False,0.8618345142392945,0.9968406896306437,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.431469402841496e-05,6,0.0009283008040764735,32,False
193,treasured-sweep-637,463.4986970424652,9637,1722728617.8875082,{'runtime': 462},41,0.9609375,0.1515006422996521,9594,0.948884904384613,0.14651407301425934,0.7077999711036682,1.2577288150787354,False,0.8818488131243867,0.9944330660576808,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.441080357854547e-05,6,0.0006269587881097902,32,False
194,glad-sweep-636,379.1349408626557,10577,1722728191.838595,{'runtime': 378},45,0.890625,0.23472893238067627,10530,0.9506877660751344,0.16462238132953644,0.6940000057220459,1.1616731882095337,False,0.8904640279871969,0.9900324759744324,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.234705240702277e-05,6,0.000320043384815588,32,False
195,icy-sweep-635,586.0324418544769,10341,1722727958.757928,{'runtime': 584},44,0.9296875,0.19396013021469116,10296,0.9586004018783568,0.12001467496156693,0.7056000232696533,1.3378994464874268,False,0.8159772482570976,0.9942334418109676,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.436819808529247e-05,6,0.0008728718438382169,32,False
196,crimson-sweep-634,349.3669447898865,9872,1722727798.8738377,{'runtime': 348},42,0.9609375,0.1338115632534027,9828,0.9472489356994628,0.15336625277996063,0.7143999934196472,1.2332690954208374,False,0.8167327675465071,0.9900632092801552,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.081488492076004e-05,6,0.0006576860252541265,32,False
197,noble-sweep-633,529.7328317165375,11282,1722728141.8741367,{'runtime': 528},48,0.9453125,0.13943473994731903,11232,0.9716546535491944,0.08556082844734192,0.7152000069618225,1.3728454113006592,False,0.872236459173007,0.996313221625666,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.633230116829347e-05,6,0.0006727478462178649,32,False
198,rich-sweep-632,156.32384037971497,4232,1722727435.8771155,{'runtime': 155},18,0.84375,0.4190748333930969,4212,0.8252203464508057,0.483445405960083,0.6980000138282776,0.9395667910575868,False,0.8680562108366924,0.9919566036619796,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.523125056964066e-05,6,0.0005592963149440268,32,False
199,effortless-sweep-631,405.23788714408875,8227,1722727598.623269,{'runtime': 404},35,0.890625,0.2728889286518097,8190,0.9437767267227172,0.1646440625190735,0.718500018119812,1.1539902687072754,False,0.8684310369962915,0.9935733872238024,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.6226426695702454e-05,6,0.000817233960134511,32,False
200,eternal-sweep-630,765.2070083618164,13631,1722727358.5515954,{'runtime': 764},58,0.9140625,0.2798149585723877,13572,0.8993723392486572,0.29100847244262695,0.6503999829292297,1.2724342346191406,False,0.8487320392871043,0.9919262128805004,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.96714470808796e-05,6,0.000147405385368162,32,False
201,true-sweep-629,590.5301620960236,12692,1722727180.410774,{'runtime': 589},54,0.953125,0.13363181054592133,12636,0.9704193472862244,0.09251546114683153,0.6990000009536743,1.4330310821533203,False,0.8734000198527672,0.9911365607371476,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.794605003238917e-05,6,0.0004451039975250921,32,False
202,morning-sweep-628,783.9030182361603,14101,1722726578.8526464,{'runtime': 782},60,0.984375,0.10511453449726103,14040,0.9651108384132384,0.13526687026023865,0.6708999872207642,1.3210936784744265,False,0.8430455964997969,0.9931931145736912,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.650545677832734e-05,6,0.0001831026549240975,32,False
203,astral-sweep-627,1404.293535709381,39952,1722727265.1944666,{'runtime': 1402},170,0.8984375,0.2950921058654785,39780,0.95045405626297,0.21608057618141177,0.6323000192642212,1.3040287494659424,False,0.8358045303854028,0.9963314477815478,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.793149675394343e-05,6,3.8315447411514983e-05,32,False
204,eager-sweep-626,526.2516708374023,11047,1722726571.9403927,{'runtime': 525},47,0.9921875,0.06336149573326111,10998,0.9736578464508056,0.08273131400346756,0.7129999995231628,1.3349250555038452,False,0.8598072482595767,0.9905005636632463,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.685380563041854e-05,6,0.0008835493557616242,32,False
205,still-sweep-625,288.9588327407837,7992,1722725848.5257456,{'runtime': 287},34,0.9296875,0.2171715497970581,7956,0.9301215410232544,0.1989088803529739,0.7106000185012817,1.163553237915039,False,0.8515991764138358,0.99323534687641,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.923739948992617e-05,6,0.0007198374943015625,32,False
206,likely-sweep-624,313.064076423645,8697,1722725544.7048454,{'runtime': 311},37,0.8984375,0.32052066922187805,8658,0.941773533821106,0.16713041067123413,0.7113999724388123,1.2278542518615725,False,0.8307877844330019,0.993662009083368,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.1439686500516015e-05,6,0.0007162223546346401,32,False
207,kind-sweep-623,662.4831681251526,13867,1722726032.1003802,{'runtime': 661},59,0.9453125,0.15079078078269958,13806,0.9681490659713744,0.1219225972890854,0.6826000213623047,1.3132991790771484,False,0.8698020957180701,0.99652596009964,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.010200709220602e-05,6,0.00021401849660781808,32,False
208,glorious-sweep-622,777.1908254623413,13866,1722725778.2794514,{'runtime': 775},59,0.9375,0.1752808392047882,13806,0.962706983089447,0.13426707684993744,0.6769000291824341,1.3064203262329102,False,0.8586743655639014,0.992021723685892,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.929869379305372e-05,6,0.00019820476537856795,32,False
209,tough-sweep-621,354.7043972015381,9872,1722725221.411034,{'runtime': 353},42,0.96875,0.09034182131290436,9828,0.9574986696243286,0.11761287599802016,0.7106999754905701,1.370773434638977,False,0.8255084395405808,0.9968436157551354,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.849597890017282e-05,6,0.0009469518820226266,32,False
210,decent-sweep-620,426.9308524131775,8697,1722725357.4962363,{'runtime': 425},37,0.9453125,0.1654658317565918,8658,0.9503872990608216,0.14474938809871674,0.722000002861023,1.1641995906829834,False,0.8060869274395681,0.9903211561402098,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.237829508242796e-06,6,0.0009510603951442132,32,False
211,lunar-sweep-619,238.11647701263428,6582,1722724849.478623,{'runtime': 237},28,0.90625,0.30745527148246765,6552,0.8919270634651184,0.2986716032028198,0.7121999859809875,1.0790255069732666,False,0.819352861246401,0.9901290391490952,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.709624483176935e-05,6,0.0007057439206232242,32,False
212,bumbling-sweep-618,638.1699666976929,11281,1722724983.2365756,{'runtime': 636},48,0.96875,0.12251263856887816,11232,0.9551281929016112,0.1312558650970459,0.7006000280380249,1.367660641670227,False,0.8120397494579479,0.9926330700532706,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.5545123104946135e-05,6,0.0004665220889626745,32,False
213,lyric-sweep-617,181.57728958129883,4937,1722724595.8688776,{'runtime': 180},21,0.890625,0.4264178276062012,4914,0.8607104420661926,0.38484370708465576,0.7222999930381775,0.8973517417907715,False,0.8860618354093531,0.9954883970263037,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.077495316810056e-05,6,0.0008788960176500211,32,False
214,dutiful-sweep-616,313.4431562423706,6347,1722724915.6704893,{'runtime': 312},27,0.8671875,0.4230512082576752,6318,0.9083533883094788,0.26241302490234375,0.7192999720573425,1.0006927251815796,False,0.8696508407956713,0.9908762822095724,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.450827753888089e-05,6,0.0007294229816345282,32,False
215,youthful-sweep-615,369.4447832107544,10342,1722724399.5920963,{'runtime': 368},44,0.90625,0.17722353339195251,10296,0.9561966061592102,0.12747442722320557,0.7139999866485596,1.3012816905975342,False,0.8187527684547087,0.99437871369438,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.128773209372603e-05,6,0.000740595807751649,32,False
216,proud-sweep-614,414.8139636516571,8462,1722724587.5695248,{'runtime': 413},36,0.9375,0.17447258532047272,8424,0.9347622990608216,0.18337701261043549,0.7193999886512756,1.191245675086975,False,0.8085722216077682,0.9910291221537032,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.961299563698814e-05,6,0.0007263054120453445,32,False
217,ancient-sweep-613,625.231219291687,11046,1722724327.0838442,{'runtime': 623},47,0.8984375,0.25425252318382263,10998,0.94694846868515,0.16514019668102264,0.6843000054359436,1.251935958862305,False,0.8243001432602928,0.9906151726878776,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.195574300136988e-05,6,0.0003281111674846128,32,False
218,vital-sweep-612,271.8392524719238,7522,1722724016.6147635,{'runtime': 270},32,0.8828125,0.2873435616493225,7488,0.9262152910232544,0.21022742986679077,0.7249000072479248,1.0705331563949585,False,0.8115323384029407,0.996497944394698,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.359162880168839e-05,6,0.0007998806579869753,32,False
219,sparkling-sweep-611,451.46281480789185,12692,1722723730.722782,{'runtime': 450},54,0.8984375,0.21294116973876953,12636,0.9737580418586732,0.08104891330003738,0.7265999913215637,1.3717217445373535,False,0.8046449933485018,0.9973037188976296,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.938020678264414e-05,6,0.0008500483962988576,32,False
220,laced-sweep-610,628.7994887828827,13397,1722724156.6042569,{'runtime': 627},57,0.984375,0.05334741994738579,13338,0.9729233384132384,0.09492074698209764,0.6769000291824341,1.4723608493804932,False,0.855092419643941,0.9918420580703712,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.443025516113474e-05,6,0.0003345957247218951,32,False
221,comic-sweep-609,661.4983036518097,11751,1722723686.3406267,{'runtime': 660},50,0.9609375,0.09901031851768494,11700,0.969651460647583,0.09159504622220992,0.7175999879837036,1.377501368522644,False,0.8011972482254058,0.9932884133745288,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.280363968759255e-05,6,0.0007470081534138388,32,False
222,happy-sweep-608,295.1951992511749,8227,1722723262.6589231,{'runtime': 294},35,0.9296875,0.2347550988197327,8190,0.9245125651359558,0.2140125334262848,0.7024000287055969,1.221623778343201,False,0.8356132530197237,0.9948271803617303,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.917902036770287e-06,6,0.000855737191183382,32,False
223,iconic-sweep-607,287.5918471813202,4936,1722723010.814418,{'runtime': 286},21,0.78125,0.5755906105041504,4914,0.8294604420661926,0.4833119511604309,0.6962000131607056,0.9487446546554564,False,0.8806249775675239,0.9986404830105364,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.504180917147788e-05,6,0.0003649436234661646,32,False
224,floral-sweep-606,460.0656459331513,9637,1722723512.6805918,{'runtime': 458},41,0.9453125,0.16777309775352478,9594,0.9581330418586732,0.1298549473285675,0.7109000086784363,1.2203289270401,False,0.8336526391149703,0.9961936581572368,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.8654717936541625e-05,6,0.0006464033999550714,32,False
