,Name,test40_accuracy,test70_accuracy,test100_accuracy,val_accuracy,test10_loss,val_loss,test0_accuracy,train_accuracy,test80_accuracy,test90_accuracy,trainer/global_step,_step,test100_loss,test20_accuracy,test60_accuracy,_runtime,_timestamp,test20_loss,test30_loss,test70_loss,test80_loss,test50_accuracy,_wandb,test50_loss,test10_accuracy,test40_loss,test30_accuracy,train_loss,test0_loss,test60_loss,test90_loss,epoch,cpu,group,model,aa_seed,augment,dataset,batch-size,batch_size,max-epochs,max_epochs,model_name,in_channels,log-results,log_results,model_save_dir,augment-probability,augment_probability,hidden_group_channels,use-float32-precision,use_float32_precision,sanity-check-equivariance,sanity_check_equivariance
10,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed812277,0.7856000065803528,0.7850000262260437,0.7876999974250793,0.7947999835014343,0.6438502073287964,0.6068031191825867,0.784600019454956,0.84375,0.7829999923706055,0.7871999740600586,14391,14444,0.6263612508773804,0.7843000292778015,0.7857999801635742,3377.191009044647,1706495785.679172,0.6419515013694763,0.6343968510627747,0.6276019811630249,0.6352170705795288,0.7865999937057495,{'runtime': 3376},0.6324447393417358,0.7856000065803528,0.6332239508628845,0.7860999703407288,0.48756301403045654,0.6448429822921753,0.6311448216438293,0.622153639793396,41,False,antidiagonal_transpose,resnet110,812277,rotflip,cifar,128,128,-1,-1,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed812277,3,True,True,,1.0,1.0,24,True,True,False,False
11,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed687676,0.691100001335144,0.6866999864578247,0.6815000176429749,0.6919999718666077,0.9020769596099854,0.8837792277336121,0.6909999847412109,0.8359375,0.6833000183105469,0.6790000200271606,10179,10220,0.9087719917297364,0.690500020980835,0.6859999895095825,780.6370816230774,1706492961.8965726,0.902926743030548,0.9038550853729248,0.9048110246658324,0.9147613048553468,0.6855999827384949,{'runtime': 779},0.9072512984275818,0.6901999711990356,0.9007554650306702,0.6851000189781189,0.5612521171569824,0.8982904553413391,0.9064217805862428,0.9169740080833436,29,False,antidiagonal_transpose,resnet20,687676,rotflip,cifar,128,128,-1,-1,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed687676,3,True,True,,1.0,1.0,24,True,True,False,False
12,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed332356,0.7498999834060669,0.7559000253677368,0.7642999887466431,0.7626000046730042,0.7532239556312561,0.6895161867141724,0.7396000027656555,0.8046875,0.7569000124931335,0.757099986076355,15444,15500,0.6953005194664001,0.7461000084877014,0.7502999901771545,1749.9086623191831,1706492389.6494462,0.7372613549232483,0.7360591292381287,0.7121229767799377,0.7116342186927795,0.7530999779701233,{'runtime': 1746},0.7190707325935364,0.7422000169754028,0.7242947220802307,0.748199999332428,0.5369692444801331,0.7557414174079895,0.7285875082015991,0.7035142779350281,44,False,antidiagonal_transpose,resnet44,332356,rotflip,cifar,128,128,-1,-1,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed332356,3,True,True,,1.0,1.0,24,True,True,False,False
13,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed487121,0.7705000042915344,0.772599995136261,0.781499981880188,0.777999997138977,0.6810818910598755,0.6534748673439026,0.7694000005722046,0.7734375,0.7763000130653381,0.7795000076293945,23868,23948,0.6419336199760437,0.7717000246047974,0.7738999724388123,1851.834687948227,1706492167.596983,0.6743522882461548,0.6753105521202087,0.6724762916564941,0.6551305055618286,0.7763000130653381,{'runtime': 1850},0.6637699007987976,0.7694000005722046,0.6690985560417175,0.7745000123977661,0.5694617629051208,0.6835433840751648,0.6560380458831787,0.6561236381530762,68,False,antidiagonal_transpose,cohen_large,487121,rotflip,cifar,128,128,-1,-1,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed487121,3,True,True,,1.0,1.0,24,True,True,False,False
14,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed359433,0.6115999817848206,0.6266000270843506,0.6283000111579895,0.6111999750137329,1.1135056018829346,1.1021500825881958,0.6064000129699707,0.5859375,0.6248000264167786,0.6252999901771545,11583,11628,1.0610662698745728,0.6086999773979187,0.6175000071525574,598.7706823348999,1706490623.6623025,1.1121488809585571,1.1041507720947266,1.0724468231201172,1.067352533340454,0.6119999885559082,{'runtime': 597},1.0926018953323364,0.6086999773979187,1.102440357208252,0.6116999983787537,1.1155577898025513,1.121993064880371,1.082979679107666,1.0603649616241455,33,False,antidiagonal_transpose,cohen_small,359433,rotflip,cifar,128,128,-1,-1,group=antidiagonal_transpose-augment=1.0-dataset=cifar-seed359433,3,True,True,,1.0,1.0,24,True,True,False,False
15,group=flipH-augment=1.0-dataset=cifar-seed553297,0.8230999708175659,0.8277000188827515,0.8356000185012817,0.8428000211715698,0.5460333824157715,0.47097501158714294,0.817300021648407,0.8828125,0.832099974155426,0.8294000029563904,26676,26763,0.4965602159500122,0.8198000192642212,0.828499972820282,6449.786020040512,1706495862.143882,0.5411092638969421,0.5337792038917542,0.511192262172699,0.5138252973556519,0.826200008392334,{'runtime': 6448},0.5269197225570679,0.8188999891281128,0.5358882546424866,0.8230000138282776,0.3309665322303772,0.5506309866905212,0.5175161957740784,0.5046293139457703,76,False,flipH,resnet110,553297,rotflip,cifar,128,128,-1,-1,group=flipH-augment=1.0-dataset=cifar-seed553297,3,True,True,,1.0,1.0,24,True,True,False,False
16,group=flipH-augment=1.0-dataset=cifar-seed607699,0.7084000110626221,0.7146999835968018,0.7124000191688538,0.7053999900817871,0.8371031284332275,0.8402138948440552,0.7102000117301941,0.8125,0.7073000073432922,0.7075999975204468,12636,12684,0.8294551968574524,0.7121999859809875,0.7124000191688538,949.1849231719972,1706490299.092724,0.8364478349685669,0.8335097432136536,0.8295762538909912,0.8356678485870361,0.7127000093460083,{'runtime': 947},0.8295173645019531,0.7091000080108643,0.8366367220878601,0.7099999785423279,0.6355545520782471,0.8360728621482849,0.8393250703811646,0.8407184481620789,36,False,flipH,resnet20,607699,rotflip,cifar,128,128,-1,-1,group=flipH-augment=1.0-dataset=cifar-seed607699,3,True,True,,1.0,1.0,24,True,True,False,False
17,group=flipH-augment=1.0-dataset=cifar-seed500724,0.7383000254631042,0.7437000274658203,0.7462000250816345,0.7509999871253967,0.793385922908783,0.7221634984016418,0.7272999882698059,0.7890625,0.7451000213623047,0.7426999807357788,11232,11275,0.7435793280601501,0.7293999791145325,0.7405999898910522,1370.0374479293823,1706489398.491166,0.7846572399139404,0.7697385549545288,0.7435049414634705,0.7485565543174744,0.7347999811172485,{'runtime': 1368},0.7717351913452148,0.727400004863739,0.7652500867843628,0.7378000020980835,0.5770835280418396,0.7956433296203613,0.76454097032547,0.7505679130554199,32,False,flipH,resnet44,500724,rotflip,cifar,128,128,-1,-1,group=flipH-augment=1.0-dataset=cifar-seed500724,3,True,True,,1.0,1.0,24,True,True,False,False
18,group=flipH-augment=1.0-dataset=cifar-seed568411,0.7638000249862671,0.7671999931335449,0.7634000182151794,0.7531999945640564,0.6971516013145447,0.7073241472244263,0.7631999850273132,0.8671875,0.7639999985694885,0.7623000144958496,18252,18316,0.6841734647750854,0.762499988079071,0.7613000273704529,1427.270227432251,1706489334.7642934,0.6925101280212402,0.694265604019165,0.6856454014778137,0.7016515135765076,0.7613999843597412,{'runtime': 1425},0.6933154463768005,0.76419997215271,0.688698947429657,0.7652999758720398,0.4285026490688324,0.6988289952278137,0.7012518048286438,0.6938747763633728,52,False,flipH,cohen_large,568411,rotflip,cifar,128,128,-1,-1,group=flipH-augment=1.0-dataset=cifar-seed568411,3,True,True,,1.0,1.0,24,True,True,False,False
19,group=flipH-augment=1.0-dataset=cifar-seed941330,0.59170001745224,0.5898000001907349,0.6068999767303467,0.5917999744415283,1.1754895448684692,1.127835035324097,0.5877000093460083,0.6484375,0.6051999926567078,0.6043000221252441,11583,11628,1.119871973991394,0.588699996471405,0.5982000231742859,525.5537600517273,1706487891.7131732,1.1706109046936035,1.169042944908142,1.149349570274353,1.1256465911865234,0.5950999855995178,{'runtime': 524},1.147249460220337,0.5896000266075134,1.160897970199585,0.5928000211715698,1.0180882215499878,1.1810697317123413,1.154202938079834,1.129209041595459,33,False,flipH,cohen_small,941330,rotflip,cifar,128,128,-1,-1,group=flipH-augment=1.0-dataset=cifar-seed941330,3,True,True,,1.0,1.0,24,True,True,False,False
20,group=transpose-augment=1.0-dataset=cifar-seed100838,0.7842000126838684,0.7896000146865845,0.7907999753952026,0.79339998960495,0.6323158144950867,0.5975936055183411,0.7797999978065491,0.7890625,0.7876999974250793,0.7893000245094299,12285,12332,0.6067503690719604,0.7825999855995178,0.788100004196167,2838.5440921783447,1706490005.988922,0.6302395462989807,0.6280450820922852,0.6142885684967041,0.6167901158332825,0.7871999740600586,{'runtime': 2837},0.616156816482544,0.7828999757766724,0.6169428825378418,0.7839000225067139,0.5238968729972839,0.6402748227119446,0.6182336211204529,0.6100109815597534,35,False,transpose,resnet110,100838,rotflip,cifar,128,128,-1,-1,group=transpose-augment=1.0-dataset=cifar-seed100838,3,True,True,,1.0,1.0,24,True,True,False,False
21,group=transpose-augment=1.0-dataset=cifar-seed740539,0.6528000235557556,0.6686000227928162,0.6743999719619751,0.6754000186920166,1.0265727043151855,0.9641217589378356,0.6438999772071838,0.8203125,0.6692000031471252,0.6753000020980835,10179,10220,0.9443507790565492,0.6518999934196472,0.6618000268936157,780.0741219520569,1706487352.635778,1.0143053531646729,0.9989230632781982,0.9623997807502748,0.9555232524871826,0.6642000079154968,{'runtime': 778},0.9826499223709106,0.6480000019073486,1.0037956237792969,0.6536999940872192,0.6026796102523804,1.0336647033691406,0.9771112203598022,0.9427964091300964,29,False,transpose,resnet20,740539,rotflip,cifar,128,128,-1,-1,group=transpose-augment=1.0-dataset=cifar-seed740539,3,True,True,,1.0,1.0,24,True,True,False,False
22,group=transpose-augment=1.0-dataset=cifar-seed298223,0.7652999758720398,0.770799994468689,0.7713000178337097,0.7617999911308289,0.6848628520965576,0.7034997940063477,0.7638999819755554,0.796875,0.7710000276565552,0.7714999914169312,16848,16908,0.6580179929733276,0.7656000256538391,0.7710000276565552,1887.8971688747408,1706487151.837735,0.6852251887321472,0.6811591386795044,0.6688371896743774,0.6666586995124817,0.767799973487854,{'runtime': 1886},0.6715430617332458,0.7656999826431274,0.6868576407432556,0.7662000060081482,0.49942106008529663,0.6915582418441772,0.6790289282798767,0.6597787141799927,48,False,transpose,resnet44,298223,rotflip,cifar,128,128,-1,-1,group=transpose-augment=1.0-dataset=cifar-seed298223,3,True,True,,1.0,1.0,24,True,True,False,False
23,group=transpose-augment=1.0-dataset=cifar-seed489657,0.7660999894142151,0.767799973487854,0.7682999968528748,0.7778000235557556,0.7101882100105286,0.6483631134033203,0.7627000212669373,0.84375,0.7652000188827515,0.7631000280380249,18954,19020,0.6764540672302246,0.7635999917984009,0.7702000141143799,1476.0499775409698,1706486559.1192114,0.7023792266845703,0.6984872817993164,0.6913731098175049,0.6877641081809998,0.7627999782562256,{'runtime': 1474},0.6973769068717957,0.7631999850273132,0.7037217617034912,0.7634000182151794,0.5096864700317383,0.7095535397529602,0.6840496063232422,0.6860506534576416,54,False,transpose,cohen_large,489657,rotflip,cifar,128,128,-1,-1,group=transpose-augment=1.0-dataset=cifar-seed489657,3,True,True,,1.0,1.0,24,True,True,False,False
24,group=transpose-augment=1.0-dataset=cifar-seed682998,0.6381000280380249,0.6373999714851379,0.6414999961853027,0.6438000202178955,1.0499694347381592,1.0123947858810425,0.6338000297546387,0.7265625,0.6410999894142151,0.6403999924659729,17550,17612,1.016989827156067,0.6366000175476074,0.6345999836921692,766.9594209194183,1706485070.9097,1.0435636043548584,1.0462632179260254,1.034833550453186,1.022287130355835,0.6362000107765198,{'runtime': 765},1.0424340963363647,0.6341999769210815,1.0382708311080933,0.637499988079071,0.9062197804450988,1.0537316799163818,1.0403085947036743,1.0205535888671875,50,False,transpose,cohen_small,682998,rotflip,cifar,128,128,-1,-1,group=transpose-augment=1.0-dataset=cifar-seed682998,3,True,True,,1.0,1.0,24,True,True,False,False
25,group=flipW-augment=1.0-dataset=cifar-seed329529,0.7929999828338623,0.8019999861717224,0.8140000104904175,0.8155999779701233,0.6345428824424744,0.5412789583206177,0.7784000039100647,0.90625,0.808899998664856,0.8113999962806702,16848,16907,0.5338816046714783,0.7864000201225281,0.7994999885559082,4103.588628530502,1706488012.2239196,0.6228632926940918,0.6108267307281494,0.5750566124916077,0.5631790161132812,0.7975999712944031,{'runtime': 4102},0.5914158225059509,0.7821999788284302,0.6101524233818054,0.7892000079154968,0.3656357526779175,0.649331271648407,0.5780824422836304,0.5525235533714294,48,False,flipW,resnet110,329529,rotflip,cifar,128,128,-1,-1,group=flipW-augment=1.0-dataset=cifar-seed329529,3,True,True,,1.0,1.0,24,True,True,False,False
26,group=flipW-augment=1.0-dataset=cifar-seed604700,0.7031999826431274,0.7042999863624573,0.7236999869346619,0.7117999792098999,0.8767948150634766,0.8312935829162598,0.695900022983551,0.7890625,0.7135999798774719,0.7121000289916992,13338,13388,0.8096303939819336,0.6984999775886536,0.710099995136261,994.5550832748412,1706484289.7890463,0.8668525218963623,0.8583194613456726,0.8308587670326233,0.8318366408348083,0.7085999846458435,{'runtime': 993},0.8428705930709839,0.6948000192642212,0.8540036082267761,0.7023000121116638,0.6783827543258667,0.8814388513565063,0.8370038866996765,0.8249080181121826,38,False,flipW,resnet20,604700,rotflip,cifar,128,128,-1,-1,group=flipW-augment=1.0-dataset=cifar-seed604700,3,True,True,,1.0,1.0,24,True,True,False,False
27,group=flipW-augment=1.0-dataset=cifar-seed768330,0.7488999962806702,0.7599999904632568,0.7706000208854675,0.7728000283241272,0.7685191631317139,0.6765593886375427,0.7325999736785889,0.8203125,0.7631999850273132,0.7662000060081482,16848,16907,0.667656660079956,0.7418000102043152,0.7555999755859375,2009.2912435531616,1706483889.2009025,0.7566737532615662,0.7492892146110535,0.6963984370231628,0.6961483359336853,0.7487999796867371,{'runtime': 2007},0.728438675403595,0.7387999892234802,0.7315734028816223,0.7427999973297119,0.486173152923584,0.779611349105835,0.722209095954895,0.672955334186554,48,False,flipW,resnet44,768330,rotflip,cifar,128,128,-1,-1,group=flipW-augment=1.0-dataset=cifar-seed768330,3,True,True,,1.0,1.0,24,True,True,False,False
28,group=flipW-augment=1.0-dataset=cifar-seed295961,0.7703999876976013,0.7674000263214111,0.7785999774932861,0.7825999855995178,0.7190095782279968,0.6388111114501953,0.7638999819755554,0.78125,0.7802000045776367,0.7804999947547913,26325,26412,0.6693665385246277,0.7664999961853027,0.7728000283241272,2006.3794128894808,1706483278.8112578,0.7106332182884216,0.7108926773071289,0.6958940625190735,0.6759573221206665,0.7746999859809875,{'runtime': 2005},0.6791462302207947,0.7652999758720398,0.6901765465736389,0.7660999894142151,0.6022980213165283,0.7222412824630737,0.686316967010498,0.6648008823394775,75,False,flipW,cohen_large,295961,rotflip,cifar,128,128,-1,-1,group=flipW-augment=1.0-dataset=cifar-seed295961,3,True,True,,1.0,1.0,24,True,True,False,False
29,group=flipW-augment=1.0-dataset=cifar-seed695368,0.5716999769210815,0.5807999968528748,0.5956000089645386,0.6050000190734863,1.2742923498153689,1.12112557888031,0.5471000075340271,0.7265625,0.5828999876976013,0.5882999897003174,9477,9516,1.1440190076828003,0.5552999973297119,0.5766000151634216,440.6914200782776,1706481256.886588,1.2615236043930054,1.2469117641448977,1.1827998161315918,1.171425461769104,0.5706999897956848,{'runtime': 436},1.2254585027694702,0.5515999794006348,1.221268892288208,0.5608000159263611,0.8111457228660583,1.2921538352966309,1.198571801185608,1.1598544120788574,27,False,flipW,cohen_small,695368,rotflip,cifar,128,128,-1,-1,group=flipW-augment=1.0-dataset=cifar-seed695368,3,True,True,,1.0,1.0,24,True,True,False,False
30,group=D4-augment=1.0-dataset=cifar-seed293337,0.8062000274658203,0.8116999864578247,0.8170999884605408,0.8240000009536743,0.5852437615394592,0.531265139579773,0.800599992275238,0.8671875,0.815500020980835,0.8199999928474426,12987,13036,0.5444623827934265,0.804099977016449,0.8105000257492065,5664.681187152863,1706485250.1390452,0.5801283717155457,0.5734876990318298,0.5621346235275269,0.550741970539093,0.8083999752998352,{'runtime': 5663},0.5632827877998352,0.8032000064849854,0.5673167705535889,0.8065000176429749,0.3594636023044586,0.588731586933136,0.563102126121521,0.5500296354293823,37,False,D4,resnet110,293337,rotflip,cifar,128,128,-1,-1,group=D4-augment=1.0-dataset=cifar-seed293337,3,True,True,,1.0,1.0,24,True,True,False,False
31,group=D4-augment=1.0-dataset=cifar-seed990417,0.6855000257492065,0.6937999725341797,0.7102000117301941,0.7056000232696533,1.0002291202545166,0.8547624945640564,0.6703000068664551,0.75,0.7019000053405762,0.7045999765396118,12987,13036,0.8563732504844666,0.6823999881744385,0.697700023651123,1352.42440199852,1706480800.893764,0.9771011471748352,0.9649497270584106,0.9037284255027772,0.8798659443855286,0.6894999742507935,{'runtime': 1351},0.929137110710144,0.6733999848365784,0.9454472661018372,0.6847000122070312,0.7193688750267029,1.012127161026001,0.9146956205368042,0.870617687702179,37,False,D4,resnet20,990417,rotflip,cifar,128,128,-1,-1,group=D4-augment=1.0-dataset=cifar-seed990417,3,True,True,,1.0,1.0,24,True,True,False,False
32,group=D4-augment=1.0-dataset=cifar-seed210483,0.7656000256538391,0.7700999975204468,0.779699981212616,0.7856000065803528,0.7468146681785583,0.6572664380073547,0.753600001335144,0.84375,0.7742999792098999,0.7781000137329102,16146,16203,0.6595807075500488,0.7587000131607056,0.7677000164985657,3433.1444482803345,1706481864.5793424,0.7441227436065674,0.7386837005615234,0.6969994902610779,0.6784822940826416,0.76419997215271,{'runtime': 3431},0.7118880152702332,0.7577000260353088,0.7147698402404785,0.7584999799728394,0.3765179216861725,0.7617350220680237,0.7004824876785278,0.6695795655250549,46,False,D4,resnet44,210483,rotflip,cifar,128,128,-1,-1,group=D4-augment=1.0-dataset=cifar-seed210483,3,True,True,,1.0,1.0,24,True,True,False,False
33,group=D4-augment=1.0-dataset=cifar-seed623937,0.7799999713897705,0.7833999991416931,0.7860000133514404,0.777999997138977,0.6990141272544861,0.6448089480400085,0.7736999988555908,0.8671875,0.7850000262260437,0.7874000072479248,20358,20428,0.635915994644165,0.7768999934196472,0.7810999751091003,1686.2632143497467,1706479436.9171064,0.6864960193634033,0.6900158524513245,0.657840371131897,0.6522635817527771,0.7768999934196472,{'runtime': 1685},0.6723939180374146,0.7767000198364258,0.6791243553161621,0.7771000266075134,0.3150714635848999,0.7068931460380554,0.6564292311668396,0.6409265995025635,58,False,D4,cohen_large,623937,rotflip,cifar,128,128,-1,-1,group=D4-augment=1.0-dataset=cifar-seed623937,3,True,True,,1.0,1.0,24,True,True,False,False
