,Name,fraction_single_pixel_polygons,val_loss,num_polygons,test_accuracy,smoothness_penalty,train_loss,smoothness_squared_penalty_per_polygon,smoothness_penalty_per_polygon,epoch,val_accuracy,train_accuracy,total_num_interpolations,_timestamp,trainer/global_step,expected_gradient_norm,fraction_polygons_counted,_step,_wandb,_runtime,test_loss,smoothness_squared_penalty,cpu,group,aa-seed,aa_seed,dropout,batch-norm,batch-size,batch_norm,batch_size,max-epochs,max_epochs,model_name,log-results,log_results,plot_polygons,model_save_dir,num-hidden-layers,num_hidden_layers,num-interpolations,num_interpolations,hidden_group_channels,full-conv-hidden-channels,full_conv_hidden_channels,sanity_check_equivariance
40,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed17,0.03516342659190063,0.2278170883655548,12172.0,0.925599992275238,11363.94875666476,0.2258668690919876,2.2073850804329824,0.9410897390446747,30.0,0.9323945045471193,0.9345703125,7500000.0,1709403503.1273472,1440.0,12.5927386351888,0.0016229333333333332,1479.0,{'runtime': 727},728.4525151252747,0.24434006214141848,26343.83076902196,False,translate_H,17,17,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed17,True,True,False,,5,5,750000,750000,147.0,3,3,False
41,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed17,0.03362086702447438,0.2713925838470459,11564.0,0.9090999960899352,10011.266716464072,0.25292661786079407,2.4910546332538854,0.8557571618585437,40.0,0.9152353405952454,0.9130859375,7500000.0,1709403410.4293842,1920.0,13.015939527604166,0.0015418666666666668,1970.0,{'runtime': 683},684.6368412971497,0.27581533789634705,29920.272992717702,False,trivial,17,17,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed17,True,True,False,,5,5,750000,750000,147.0,3,3,False
42,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed17,0.03912011182340728,0.319360613822937,2857.0,0.8985999822616577,9632.1143010878,0.2603805959224701,23.16176732683645,3.424685302750883,109.0,0.9078983068466188,0.916015625,7500000.0,1709402707.6756318,5232.0,15.282462112109377,0.00038093333333333334,5351.0,{'runtime': 1487},1488.7300157546997,0.3301449716091156,62935.892783957344,False,translate_HW,17,17,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed17,True,True,False,,5,5,750000,750000,49.0,1,1,False
43,group=translate_H-full_conv_hc=1-bn=False-drop=0.0-seed17,0.037576875843111354,0.4958415627479553,3208.0,0.8399999737739563,6865.727618686855,0.5270411372184753,10.709748736688471,2.106579409865742,57.0,0.8429808020591736,0.8330078125,7500000.0,1709401201.420062,2736.0,12.845955909342448,0.0004277333333333333,2803.0,{'runtime': 909},910.930421113968,0.5050056576728821,36090.77085483358,False,translate_H,17,17,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=False-drop=0.0-seed17,True,True,False,,5,5,750000,750000,49.0,1,1,False
44,group=trivial-full_conv_hc=1-bn=False-drop=0.0-seed17,0.03751099768230341,0.4170503914356232,3327.0,0.8662999868392944,7931.61273119878,0.3641984164714813,13.294598121310116,2.344577931397619,75.0,0.8634365797042847,0.8818359375,7500000.0,1709400273.2310338,3600.0,14.428604995996093,0.0004436,3685.0,{'runtime': 962},964.115523815155,0.4234490692615509,43871.73689712308,False,trivial,17,17,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=1-bn=False-drop=0.0-seed17,True,True,False,,5,5,750000,750000,49.0,1,1,False
45,group=translate_HW-full_conv_hc=49-bn=False-drop=0.0-seed16,0.05437549235655933,0.12355765700340272,202319.0,0.959999978542328,32654.727816226892,0.04230225831270218,0.21667926036019644,0.16203124601591626,11.0,0.9865093231201172,0.9853515625,7500000.0,1709402760.517264,528.0,19.96429118815104,0.026975866666666664,548.0,{'runtime': 5788},5789.749702215195,0.1363484114408493,40771.69016919675,False,translate_HW,16,16,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,2401.0,49,49,False
46,group=translate_H-full_conv_hc=49-bn=False-drop=0.0-seed16,0.05187667128488589,0.11793502420186996,177375.0,0.9567000269889832,18773.550375760533,0.09664308279752731,0.09936163906990687,0.10578790233529378,28.0,0.970060169696808,0.9697265625,7500000.0,1709399292.4499264,1344.0,16.951911863671874,0.02365,1382.0,{'runtime': 3100},3101.130087375641,0.13074281811714172,17339.583839887506,False,translate_H,16,16,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,2401.0,49,49,False
47,group=trivial-full_conv_hc=49-bn=False-drop=0.0-seed16,0.049930935145158145,0.13864468038082123,152173.0,0.948199987411499,13992.054942030809,0.13488227128982544,0.1723323615934357,0.09120555111464868,62.0,0.9552847146987916,0.95703125,7500000.0,1709396954.141528,2976.0,19.094212500976564,0.02028973333333333,3047.0,{'runtime': 2340},2341.6202671527863,0.15405774116516113,27502.34936635233,False,trivial,16,16,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=49-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,2401.0,49,49,False
48,group=translate_HW-full_conv_hc=19-bn=False-drop=0.0-seed16,0.04515465749451004,0.10448665916919708,92869.0,0.968999981880188,41130.621309736045,0.020259829238057137,0.961279886981824,0.44384688795038835,16.0,0.98896062374115,0.99609375,7500000.0,1709396176.055928,768.0,20.47627405292969,0.012382533333333333,794.0,{'runtime': 1914},1915.2114419937136,0.11061624437570572,85586.14903670836,False,translate_HW,16,16,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=19-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,931.0,19,19,False
49,group=translate_H-full_conv_hc=19-bn=False-drop=0.0-seed16,0.04250543548770792,0.13822881877422333,80142.0,0.9537000060081482,18035.81428083862,0.11281681060791016,0.32210679347145177,0.22414777551657897,20.0,0.964329183101654,0.958984375,7500000.0,1709394596.056613,960.0,13.825385761914063,0.0106856,989.0,{'runtime': 1141},1142.7447700500488,0.14972959458827972,25579.047321813818,False,translate_H,16,16,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,931.0,19,19,False
50,group=trivial-full_conv_hc=19-bn=False-drop=0.0-seed16,0.04181592318588439,0.2007361501455307,68622.0,0.9276000261306764,9759.817580010473,0.17706795036792755,0.1686328579724381,0.14055715857307388,22.0,0.934626042842865,0.931640625,7500000.0,1709394240.3364334,1056.0,12.884436030045574,0.0091496,1088.0,{'runtime': 782},784.245498418808,0.2259278744459152,11736.866597273123,False,trivial,16,16,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=19-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,931.0,19,19,False
51,group=translate_HW-full_conv_hc=7-bn=False-drop=0.0-seed16,0.04003773996826727,0.12689556181430817,32367.0,0.9557999968528748,28611.52393847599,0.07075043767690659,1.8881319092649929,0.8911892319705267,23.0,0.978918731212616,0.974609375,7500000.0,1709393437.211493,1104.0,18.714205568619793,0.004315600000000001,1137.0,{'runtime': 869},870.6592359542847,0.14422117173671722,59513.66551668996,False,translate_HW,16,16,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,343.0,7,7,False
52,group=translate_H-full_conv_hc=7-bn=False-drop=0.0-seed16,0.03746447485735167,0.14756542444229126,30291.0,0.947700023651123,20109.97839803496,0.11583282053470612,1.2361251770576502,0.6641004830631916,39.0,0.962199091911316,0.9599609375,7500000.0,1709393434.1352296,1872.0,15.221809394433592,0.0040388,1920.0,{'runtime': 908},910.0115325450896,0.1664624959230423,36873.17717521403,False,translate_H,16,16,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,343.0,7,7,False
53,group=trivial-full_conv_hc=7-bn=False-drop=0.0-seed16,0.038188707816612016,0.17053931951522827,26365.0,0.9370999932289124,12054.76609205571,0.13990116119384766,1.096444527033585,0.4553787956667061,55.0,0.9440593719482422,0.9501953125,7500000.0,1709392548.2982602,2640.0,12.40255304407552,0.0035153333333333334,2705.0,{'runtime': 848},850.0068252086639,0.19156363606452945,30275.42453260019,False,trivial,16,16,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=7-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,343.0,7,7,False
54,group=translate_HW-full_conv_hc=3-bn=False-drop=0.0-seed16,0.037790093094189105,0.17682141065597534,12643.0,0.9412999749183656,18176.212954777176,0.10836818814277648,4.559350510104869,1.4401221953395509,39.0,0.9577528834342957,0.966796875,7500000.0,1709392505.3749144,1872.0,15.08051856953125,0.0016857333333333332,1920.0,{'runtime': 925},926.895406484604,0.18872852623462677,55722.221379000606,False,translate_HW,16,16,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,147.0,3,3,False
55,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed16,0.03829401791832157,0.2294929474592209,11830.0,0.9225999712944032,11745.14704095482,0.17256000638008118,2.6492125976556418,0.9796119774799495,31.0,0.930720865726471,0.947265625,7500000.0,1709391682.4212391,1488.0,12.27688242438151,0.0015773333333333334,1529.0,{'runtime': 719},720.1546380519867,0.2444452941417694,32440.643785439508,False,translate_H,16,16,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,147.0,3,3,False
56,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed16,0.041138047226401006,0.22815026342868805,11767.0,0.921999990940094,11767.742508656986,0.2203449308872223,2.855798813928135,0.9818569109541824,57.0,0.9251251220703124,0.927734375,7500000.0,1709391557.8243868,2736.0,13.56842475250651,0.0015689333333333334,2802.0,{'runtime': 833},835.1430568695068,0.2440701425075531,33755.47531308007,False,trivial,16,16,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,147.0,3,3,False
57,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed16,0.031655410833574725,0.28937146067619324,2636.0,0.9078999757766724,7744.659862594679,0.28840190172195435,21.725112982354297,3.0536842169863028,160.0,0.9146267175674438,0.896484375,7500000.0,1709390945.714394,7680.0,16.711502391666667,0.0003514666666666666,7850.0,{'runtime': 1948},1949.728656053543,0.31789910793304443,50978.24763986783,False,translate_HW,16,16,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,49.0,1,1,False
58,group=translate_H-full_conv_hc=1-bn=False-drop=0.0-seed16,0.03534132313463732,0.5326002240180969,4097.0,0.8258000016212463,7685.850323066581,0.5041075944900513,7.003813887082758,1.90341055132878,41.0,0.8339701294898987,0.845703125,7500000.0,1709388978.0820744,1968.0,11.365546758691403,0.0005462666666666666,2019.0,{'runtime': 766},768.1125283241272,0.543243944644928,27378.103101831337,False,translate_H,16,16,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,49.0,1,1,False
59,group=trivial-full_conv_hc=1-bn=False-drop=0.0-seed16,0.044388805306377024,0.4197949171066284,3579.0,0.8522999882698059,7707.683785226196,0.4108533263206482,11.385501091534282,2.1811095829386877,67.0,0.860630214214325,0.8681640625,7500000.0,1709388192.883842,3216.0,12.527241985416666,0.00047719999999999994,3293.0,{'runtime': 904},905.7543189525604,0.4508815407752991,38512.36328307839,False,trivial,16,16,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=1-bn=False-drop=0.0-seed16,True,True,False,,5,5,750000,750000,49.0,1,1,False
60,group=translate_HW-full_conv_hc=49-bn=False-drop=0.0-seed15,0.054776726632243686,0.10913462191820145,208217.0,0.9685999751091005,41889.044838714646,0.01836537569761276,0.428312767795496,0.20127789122051623,15.0,0.9906004667282104,0.994140625,7500000.0,1709390706.0786717,720.0,23.080450109570315,0.027762266666666667,744.0,{'runtime': 6027},6028.566791534424,0.10944199562072754,87461.2286652668,False,translate_HW,15,15,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,2401.0,49,49,False
61,group=translate_H-full_conv_hc=49-bn=False-drop=0.0-seed15,0.05200229858430352,0.12655584514141083,175309.0,0.9595999717712402,17821.36596059997,0.09174787253141405,0.09487045571337958,0.10147625899520887,29.0,0.969620645046234,0.97265625,7500000.0,1709387272.0537095,1392.0,15.922524588997396,0.023374533333333336,1431.0,{'runtime': 3092},3093.6422464847565,0.12509654462337494,16967.147039064806,False,translate_H,15,15,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,2401.0,49,49,False
62,group=trivial-full_conv_hc=49-bn=False-drop=0.0-seed15,0.0496769945652232,0.1941279172897339,150000.0,0.9401999711990356,9936.908701471635,0.2218142002820969,0.07600389879846486,0.06573197278460109,28.0,0.9404246807098388,0.9248046875,7500000.0,1709384663.440981,1344.0,15.329775607063803,0.02,1381.0,{'runtime': 2020},2021.768543958664,0.18598923087120056,11700.32445749519,False,trivial,15,15,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=49-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,2401.0,49,49,False
63,group=translate_HW-full_conv_hc=19-bn=False-drop=0.0-seed15,0.04396748121621824,0.12938456237316132,90312.0,0.962499976158142,33878.199903690955,0.060626693069934845,0.5201107178855991,0.375367351890176,12.0,0.9837198853492736,0.982421875,7500000.0,1709384161.3428483,576.0,17.025886047167965,0.0120416,598.0,{'runtime': 1855},1856.8869142532349,0.11873620748519896,46341.460592176874,False,translate_HW,15,15,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=19-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,931.0,19,19,False
64,group=translate_H-full_conv_hc=19-bn=False-drop=0.0-seed15,0.04506964026572552,0.13237179815769196,83001.0,0.9593999981880188,21251.13552340641,0.108026921749115,0.25654373755450194,0.25379797644759955,29.0,0.968285083770752,0.96875,7500000.0,1709382621.4998548,1392.0,15.060287801529949,0.0110668,1430.0,{'runtime': 1223},1224.904105901718,0.12995921075344086,21563.51989295495,False,translate_H,15,15,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,931.0,19,19,False
65,group=trivial-full_conv_hc=19-bn=False-drop=0.0-seed15,0.04234551538859678,0.1904812455177307,69267.0,0.9369000196456908,10230.409376243158,0.1727316975593567,0.17834270011915926,0.1465251470479556,31.0,0.9401203393936156,0.94921875,7500000.0,1709382284.4113014,1488.0,13.14851987330729,0.0092356,1529.0,{'runtime': 863},864.9665153026581,0.1890781968832016,12267.10512395891,False,trivial,15,15,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=19-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,931.0,19,19,False
66,group=translate_HW-full_conv_hc=7-bn=False-drop=0.0-seed15,0.040321918848920016,0.1375911831855774,33534.0,0.9528999924659728,24412.489633418503,0.07478416711091995,1.3578051954576908,0.7263068398132059,16.0,0.9717676639556884,0.9755859375,7500000.0,1709381400.6806371,768.0,16.203138818098957,0.0044712,794.0,{'runtime': 801},802.3151490688324,0.14896154403686523,45376.879165592094,False,translate_HW,15,15,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,343.0,7,7,False
67,group=translate_H-full_conv_hc=7-bn=False-drop=0.0-seed15,0.03754012722557037,0.16083088517189026,28659.0,0.951200008392334,16541.033597319853,0.1309337466955185,1.1789665421226974,0.5773455888836001,32.0,0.9580910205841064,0.95703125,7500000.0,1709381379.9540007,1536.0,12.803720071354167,0.003821199999999999,1577.0,{'runtime': 846},848.1757748126984,0.15574026107788086,33096.079198128435,False,translate_H,15,15,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,343.0,7,7,False
68,group=trivial-full_conv_hc=7-bn=False-drop=0.0-seed15,0.037721491082325954,0.186066210269928,27792.0,0.9416999816894532,11917.512707100655,0.1772218644618988,0.8914416902618882,0.4292484455968074,53.0,0.9430112242698668,0.9365234375,7500000.0,1709380583.4771824,2544.0,13.016737880696615,0.0037056000000000007,2607.0,{'runtime': 829},830.644439458847,0.1823139190673828,23769.936339827455,False,trivial,15,15,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=7-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,343.0,7,7,False
69,group=translate_HW-full_conv_hc=3-bn=False-drop=0.0-seed15,0.03824756027288679,0.18979915976524353,14984.0,0.9412000179290771,18331.039987743367,0.1408422887325287,3.2897964815747356,1.224282934156549,30.0,0.9541689157485962,0.9599609375,7500000.0,1709380513.0442605,1440.0,15.73383169166667,0.001997866666666667,1479.0,{'runtime': 844},845.7043654918671,0.19509945809841156,49376.06177806286,False,translate_HW,15,15,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,147.0,3,3,False
70,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed15,0.041257232954617216,0.23413261771202087,11029.0,0.9248999953269958,10961.13026855819,0.23933252692222595,2.7120331663585717,1.00279504745549,31.0,0.9320732951164246,0.92578125,7500000.0,1709379736.9021585,1488.0,13.241367878613284,0.0014705333333333332,1529.0,{'runtime': 726},727.7022144794464,0.23685067892074585,28347.104815916264,False,translate_H,15,15,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,147.0,3,3,False
71,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed15,0.0366770819980429,0.26373526453971863,11335.0,0.9132999777793884,9496.342495973164,0.2647459805011749,2.1004346378828616,0.8336747808190342,42.0,0.919292688369751,0.91796875,7500000.0,1709379651.594091,2016.0,11.87896851848958,0.0015113333333333333,2067.0,{'runtime': 705},707.1747670173645,0.2635967433452606,23665.208822174864,False,trivial,15,15,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,147.0,3,3,False
72,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed15,0.034735657052401364,0.2631119191646576,2367.0,0.916800022125244,7264.286621591862,0.24266105890274048,19.340450913997557,3.076698096288731,122.0,0.921591818332672,0.9208984375,7500000.0,1709378990.9192326,5856.0,16.852243749479165,0.0003156,5988.0,{'runtime': 1602},1603.8642055988312,0.2716365158557892,46181.72438206654,False,translate_HW,15,15,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,49.0,1,1,False
73,group=translate_H-full_conv_hc=1-bn=False-drop=0.0-seed15,0.03823544722873022,0.5408913493156433,3828.0,0.8253999948501587,9040.15666396162,0.5550862550735474,11.233502983762538,2.357731277990794,54.0,0.8365397453308105,0.8134765625,7500000.0,1709377370.6515744,2592.0,13.418699567578123,0.0005104,2656.0,{'runtime': 877},878.2128593921661,0.551771879196167,42718.1535130072,False,translate_H,15,15,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,49.0,1,1,False
74,group=trivial-full_conv_hc=1-bn=False-drop=0.0-seed15,0.04160341124891936,0.4005937874317169,4065.0,0.8686000108718872,9067.266954259949,0.443500280380249,14.236912720987558,2.2215427017463494,88.0,0.8719400763511658,0.87109375,7500000.0,1709376478.6752958,4224.0,14.601115798958332,0.000542,4322.0,{'runtime': 1091},1092.3765647411346,0.40544530749320984,54944.20241862383,False,trivial,15,15,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=1-bn=False-drop=0.0-seed15,True,True,False,,5,5,750000,750000,49.0,1,1,False
75,group=translate_HW-full_conv_hc=49-bn=False-drop=0.0-seed14,0.05499770705946514,0.14700651168823242,207586.0,0.9616000056266784,41906.44212352671,0.025577563792467117,0.3212558866842974,0.20088826062713455,17.0,0.987878680229187,0.990234375,7500000.0,1709378929.1173403,816.0,25.77957302070312,0.027678133333333337,842.0,{'runtime': 5774},5775.088476419449,0.14567700028419495,68113.25033221603,False,translate_HW,14,14,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,2401.0,49,49,False
76,group=translate_H-full_conv_hc=49-bn=False-drop=0.0-seed14,0.05198490489105471,0.13711793720722198,175768.0,0.954800009727478,17772.360035486985,0.09100917726755142,0.09811505500170167,0.10052275758433746,25.0,0.9667804837226868,0.97265625,7500000.0,1709375368.9761212,1200.0,16.553028228320315,0.023435733333333333,1235.0,{'runtime': 3060},3061.558363199234,0.14246323704719543,17504.28819926786,False,translate_H,14,14,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,2401.0,49,49,False
77,group=trivial-full_conv_hc=49-bn=False-drop=0.0-seed14,0.04962691887838951,0.15133507549762726,154208.0,0.9480000138282776,14445.82656003136,0.1252019852399826,0.1558484795499629,0.09230831047401356,68.0,0.9574823975563048,0.9609375,7500000.0,1709373140.4155717,3264.0,19.49494869296875,0.020561066666666666,3341.0,{'runtime': 2405},2406.8929104804993,0.15685760974884033,25481.70242997732,False,trivial,14,14,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=49-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,2401.0,49,49,False
78,group=translate_HW-full_conv_hc=19-bn=False-drop=0.0-seed14,0.04422468010236904,0.1210838109254837,93479.0,0.965499997138977,43120.629121398786,0.018721705302596092,1.1264198966642038,0.4625378662158366,18.0,0.98896062374115,0.9951171875,7500000.0,1709372288.5430326,864.0,21.071367226627604,0.012463866666666669,892.0,{'runtime': 1922},1923.672580718994,0.12238249182701112,100640.7968287508,False,translate_HW,14,14,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=19-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,931.0,19,19,False
79,group=translate_H-full_conv_hc=19-bn=False-drop=0.0-seed14,0.042718167083865326,0.15326063334941864,78272.0,0.9488999843597412,15649.205047982688,0.10627760738134384,0.2508314852358853,0.1987974445753567,17.0,0.9612354636192322,0.966796875,7500000.0,1709370715.6359046,816.0,12.523759480729163,0.010436266666666666,842.0,{'runtime': 1100},1102.0295975208282,0.1599944233894348,18694.31437850028,False,translate_H,14,14,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,931.0,19,19,False
80,group=trivial-full_conv_hc=19-bn=False-drop=0.0-seed14,0.04304909130681957,0.17458580434322357,70540.0,0.9408000111579896,12139.690918725972,0.17542819678783417,0.23966171705164055,0.17008326370781662,44.0,0.948522448539734,0.9521484375,7500000.0,1709370345.703852,2112.0,14.129433687207031,0.009405333333333332,2166.0,{'runtime': 969},970.7749629020692,0.1823827177286148,17108.508140774553,False,trivial,14,14,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=19-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,931.0,19,19,False
81,group=translate_HW-full_conv_hc=7-bn=False-drop=0.0-seed14,0.03845361755728521,0.14400550723075867,32460.0,0.9526000022888184,25922.632119030168,0.06270994246006012,1.5482370532675165,0.797255099649655,20.0,0.974895179271698,0.9794921875,7500000.0,1709369593.941488,960.0,18.06118643417969,0.004328,989.0,{'runtime': 845},846.5574879646301,0.15042273700237274,50113.03954278157,False,translate_HW,14,14,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,343.0,7,7,False
82,group=translate_H-full_conv_hc=7-bn=False-drop=0.0-seed14,0.03960547572890832,0.18711012601852417,28326.0,0.9386000037193298,16486.801571753196,0.13718543946743011,2.1768701161186894,0.5931328138671169,25.0,0.9534927010536194,0.9580078125,7500000.0,1709369361.0931425,1200.0,13.146393784993492,0.003776799999999999,1235.0,{'runtime': 768},769.3113424777985,0.19618698954582217,52815.24970485988,False,translate_H,14,14,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,343.0,7,7,False
83,group=trivial-full_conv_hc=7-bn=False-drop=0.0-seed14,0.03892451084146169,0.1708514541387558,28635.0,0.9424999952316284,14421.88640772344,0.12501738965511322,1.0242461857201983,0.4956642675186613,78.0,0.9505680203437804,0.951171875,7500000.0,1709368730.1212957,3744.0,14.555946270410155,0.0038180000000000006,3831.0,{'runtime': 1034},1035.9320974349976,0.17884479463100433,30464.08846829166,False,trivial,14,14,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=7-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,343.0,7,7,False
84,group=translate_HW-full_conv_hc=3-bn=False-drop=0.0-seed14,0.03626217758437128,0.2070913016796112,10270.0,0.9307000041007996,13552.983625493944,0.1437920480966568,3.719038058021791,1.3152535953815696,35.0,0.9530362486839294,0.951171875,7500000.0,1709368572.0125153,1680.0,14.712204708626302,0.0013693333333333333,1725.0,{'runtime': 879},881.2099943161011,0.2150907516479492,38266.88676483045,False,translate_HW,14,14,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,147.0,3,3,False
85,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed14,0.037600923110698264,0.24154579639434817,11388.0,0.9241999983787536,12985.629335290289,0.19372229278087616,4.876950252108641,1.1651694502009862,33.0,0.9320902228355408,0.9365234375,7500000.0,1709367676.427422,1584.0,13.771258491959635,0.0015184,1627.0,{'runtime': 741},742.7893891334534,0.24830088019371033,51873.340875206624,False,translate_H,14,14,0,False,1024,False,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,147.0,3,3,False
86,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed14,0.03625017631167428,0.22705622017383575,11751.0,0.923799991607666,11408.627006966854,0.19828926026821136,2.7048168913168236,0.9752546137881244,66.0,0.9297234416007996,0.9443359375,7500000.0,1709367675.1721704,3168.0,12.968959318066409,0.0015668,3243.0,{'runtime': 910},912.0839765071868,0.23513047397136688,31600.56308718362,False,trivial,14,14,0,False,1024,False,1024,-1,-1,group=trivial-full_conv_hc=3-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,147.0,3,3,False
87,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed14,0.04418625829238925,0.29842042922973633,2427.0,0.9007999897003174,8097.868953692727,0.2577841281890869,21.197899578335676,3.3084720569284536,114.0,0.9122599363327026,0.923828125,7500000.0,1709366748.3117118,5472.0,15.731799069563802,0.0003236,5595.0,{'runtime': 1544},1546.1828536987305,0.3152903914451599,50160.4726518241,False,translate_HW,14,14,0,False,1024,False,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=False-drop=0.0-seed14,True,True,False,,5,5,750000,750000,49.0,1,1,False
