,Name,_step,epoch,train_loss,_runtime,val_loss,_timestamp,val_accuracy,train_accuracy,trainer/global_step,test_loss,test_accuracy,_wandb,cpu,beta1,beta2,group,aa_seed,augment,dataset,dropout,patience,num_train,batch_norm,batch_size,max_epochs,save_model,log_results,weight_decay,hidden_layers,learning_rate,hidden_group_channels,sanity_check_equivariance
18,copper-sweep-781,6817,29.0,0.24768318235874176,327.5656051635742,0.24523209035396576,1722755764.0591133,0.9143629670143129,0.9140625,6786,1.0318387746810913,0.720300018787384,{'runtime': 326},False,0.8714070909455569,0.9901114668921616,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.026987701257418e-05,6,0.0009412338815386616,32,False
19,magic-sweep-780,9167,39.0,0.2141369730234146,326.8411693572998,0.2084312289953232,1722755474.8607705,0.9303886294364928,0.921875,9126,1.1590416431427002,0.6837999820709229,{'runtime': 325},False,0.8800620183441389,0.9951231310142792,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.040717562238496e-05,6,0.0003297617128663177,32,False
20,distinctive-sweep-779,11047,47.0,0.2176784723997116,390.974024772644,0.11801224946975708,1722755137.3390217,0.961104452610016,0.9140625,10998,1.3424923419952393,0.7128999829292297,{'runtime': 389},False,0.8995661334300125,0.990206910906258,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.033790205327535e-05,6,0.0007439346057400432,32,False
21,youthful-sweep-778,9636,41.0,0.1638837307691574,546.6567018032074,0.12986253201961517,1722755130.7501948,0.9571313858032228,0.9296875,9594,1.2335708141326904,0.7059000134468079,{'runtime': 545},False,0.8114732869055775,0.9967761976374888,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.2580408245282165e-05,6,0.0005775771429631539,32,False
22,lilac-sweep-777,10812,46.0,0.09995456784963608,506.6975996494293,0.0946325734257698,1722755419.9233518,0.9693843722343444,0.96875,10764,1.365126609802246,0.7143999934196472,{'runtime': 505},False,0.8130073737994055,0.9941160519728904,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.62128727177273e-05,6,0.000778901750549591,32,False
23,logical-sweep-776,10342,44.0,0.09154631197452544,370.23988604545593,0.0980287343263626,1722754730.831454,0.968583047389984,0.9765625,10296,1.309799313545227,0.718999981880188,{'runtime': 368},False,0.8488305322122841,0.9962443491451884,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.422805819726533e-05,6,0.0009321291189443848,32,False
24,scarlet-sweep-775,8932,38.0,0.30127203464508057,319.3798975944519,0.17379820346832275,1722754344.7918415,0.9388688802719116,0.8828125,8892,1.250336527824402,0.6980999708175659,{'runtime': 318},False,0.8280826182559671,0.9906889784865148,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.5065003485611006e-05,6,0.0005761045591788181,32,False
25,cosmic-sweep-774,16216,69.0,0.2647045850753784,905.7509171962738,0.2794131636619568,1722754569.5146782,0.9160990715026855,0.921875,16146,1.2249747514724731,0.6481999754905701,{'runtime': 904},False,0.8874551047965862,0.996253308149394,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.5910390756769734e-05,6,9.427014748894318e-05,32,False
26,fearless-sweep-773,12457,53.0,0.1277802586555481,444.4053826332092,0.08730369061231613,1722754010.0568223,0.9739583134651184,0.9453125,12402,1.3576200008392334,0.6987000107765198,{'runtime': 442},False,0.8375646363094731,0.9957257240589434,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.5066649235470078e-07,6,0.0004720383798936226,32,False
27,dauntless-sweep-772,10812,46.0,0.1699037104845047,384.7072324752808,0.1503894180059433,1722753553.5115635,0.9513221383094788,0.9453125,10764,1.260332703590393,0.6848000288009644,{'runtime': 383},False,0.855563924346674,0.9938288165974366,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.853271290362671e-05,6,0.00029104708783771763,32,False
28,happy-sweep-771,35722,152.0,0.12749028205871582,1671.2964217662811,0.1368938535451889,1722754895.85173,0.974959909915924,0.9765625,35568,1.4315987825393677,0.6381999850273132,{'runtime': 1670},False,0.8229833950377473,0.9956224258842244,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,7.755297128665239e-05,6,5.106891475005447e-05,32,False
29,legendary-sweep-770,10812,46.0,0.1228092610836029,382.0428793430328,0.11252972483634947,1722753154.1118214,0.9672809839248656,0.953125,10764,1.2457019090652466,0.6970999836921692,{'runtime': 380},False,0.8897211750809069,0.9948119126185824,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.049253327075029e-05,6,0.0004227951595568581,32,False
30,dainty-sweep-769,4232,18.0,0.3932901918888092,155.57564210891724,0.4383375942707062,1722752758.3926342,0.8463541865348816,0.859375,4212,0.9128188490867616,0.7081999778747559,{'runtime': 154},False,0.8446045264108328,0.9905833176365856,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,5.793362787673882e-05,6,0.0007892826087422324,32,False
31,azure-sweep-768,11047,47.0,0.18065029382705688,521.1046893596649,0.12362293154001236,1722753211.6381814,0.9557625651359558,0.9296875,10998,1.4431968927383425,0.7024999856948853,{'runtime': 519},False,0.8194233419653046,0.9976681582934496,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.3813409403319212e-06,6,0.0008665273916253496,32,False
32,worthy-sweep-767,24676,105.0,0.13473817706108093,1380.9048068523407,0.14724786579608917,1722753649.9888208,0.9682492017745972,0.953125,24570,1.358185887336731,0.652999997138977,{'runtime': 1379},False,0.8638434987284136,0.9902474211026104,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.8429798565874456e-05,6,7.825427651627826e-05,32,False
33,devoted-sweep-766,7992,34.0,0.26415202021598816,287.30638360977173,0.1895034462213516,1722752588.5084217,0.9352964758872986,0.890625,7956,1.1205462217330933,0.704800009727478,{'runtime': 286},False,0.830573507304785,0.9918508244408072,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.70940213291484e-05,6,0.0008276031842514198,32,False
34,logical-sweep-765,5877,25.0,0.8492443561553955,275.31474924087524,0.6494722366333008,1722752674.1744132,0.7760083079338074,0.7109375,5850,1.0131529569625854,0.652899980545044,{'runtime': 274},False,0.8774304558848128,0.9970813672170334,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.497005170390322e-05,6,0.00012977431490666575,32,False
35,amber-sweep-764,9872,42.0,0.12816999852657318,352.28459215164185,0.1808987706899643,1722752287.2198572,0.9364984035491944,0.96875,9828,1.2691200971603394,0.6837999820709229,{'runtime': 351},False,0.8690996978763464,0.9989582256445452,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.763100009335947e-05,6,0.00046252265448959976,32,False
36,earnest-sweep-763,13161,56.0,0.14927339553833008,739.4192278385162,0.1210009753704071,1722752251.396349,0.9674813151359558,0.9296875,13104,1.3362680673599243,0.6772000193595886,{'runtime': 738},False,0.8706320627487616,0.9936432567863815,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.3166607617762083e-05,6,0.0002489788910920671,32,False
37,likely-sweep-762,11282,48.0,0.1397249549627304,525.6769025325775,0.09664040803909302,1722752385.0437834,0.9670472741127014,0.953125,11232,1.4106707572937012,0.7109000086784363,{'runtime': 524},False,0.889835892014366,0.9923193455594572,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,1.359379192531196e-06,6,0.00079744948756584,32,False
38,tough-sweep-761,11752,50.0,0.16187967360019684,416.4352526664734,0.10826390236616136,1722751922.3174627,0.962706983089447,0.9453125,11700,1.3629406690597534,0.7175999879837036,{'runtime': 415},False,0.8659786141257884,0.9930295935860364,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.086099714951099e-05,6,0.0008292894466323942,32,False
39,wandering-sweep-760,3526,15.0,0.48269563913345337,210.22437477111816,0.5123101472854614,1722751494.6970048,0.819778323173523,0.8359375,3510,0.9035948514938354,0.70660001039505,{'runtime': 208},False,0.8495190370734127,0.9968968628801644,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.386845583897185e-05,6,0.000774815901249481,32,False
40,smooth-sweep-759,8462,36.0,0.2281573116779327,410.6620059013366,0.16582658886909485,1722751845.3401928,0.9450454115867616,0.9140625,8424,1.1394957304000854,0.7124000191688538,{'runtime': 409},False,0.8603341134779878,0.9944778597272336,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,2.134451260174959e-05,6,0.0006430553902278986,32,False
41,genial-sweep-758,12222,52.0,0.0944887548685074,433.46917057037354,0.10160642862319946,1722751488.519317,0.9647436141967772,0.9765625,12168,1.396971344947815,0.7193999886512756,{'runtime': 432},False,0.81993892547066,0.991845666040666,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.366802200553146e-05,6,0.0006598345639156558,32,False
42,swept-sweep-757,8931,38.0,0.17920367419719696,506.0985391139984,0.17857114970684052,1722751267.399192,0.9438101053237916,0.9453125,8892,1.1352640390396118,0.6923999786376953,{'runtime': 504},False,0.8578758781312958,0.9913662865352042,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.78129954240255e-05,6,0.00039964007327985624,32,False
43,azure-sweep-756,9872,42.0,0.12761075794696808,353.85197949409485,0.1198361963033676,1722751038.5329063,0.96113783121109,0.9609375,9828,1.2672230005264282,0.7081000208854675,{'runtime': 352},False,0.8781923093594337,0.9953178511389426,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.223464384592118e-05,6,0.0005815803660607848,32,False
44,young-sweep-755,13632,58.0,0.1436636596918106,632.7037780284882,0.1169177070260048,1722751421.7008731,0.9673477411270142,0.921875,13572,1.371349811553955,0.6721000075340271,{'runtime': 631},False,0.817165111947094,0.9974557277995454,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.861352825899774e-05,6,0.00023201939997589567,32,False
45,wobbly-sweep-754,7286,31.0,0.24670284986495972,414.6661880016327,0.30493685603141785,1722750745.520065,0.8930288553237915,0.9296875,7254,1.0299750566482544,0.6919999718666077,{'runtime': 413},False,0.8245281892282611,0.9946368124097076,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.599880085293213e-05,6,0.0003479275335606482,32,False
46,glamorous-sweep-753,9402,40.0,0.17332006990909576,334.76990127563477,0.12915101647377014,1722750674.5111144,0.9571648240089417,0.9375,9360,1.1952472925186155,0.7218000292778015,{'runtime': 333},False,0.8830098351263413,0.9962573687812478,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.560477160422059e-05,6,0.000611481483933764,32,False
47,eager-sweep-752,7757,33.0,0.2984870374202728,369.5158829689026,0.20950765907764435,1722750777.224204,0.9272502660751344,0.890625,7722,1.14634370803833,0.7073000073432922,{'runtime': 368},False,0.888223814875135,0.9987558135355052,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.322265874479813e-05,6,0.0004947985916871363,32,False
48,logical-sweep-751,7522,32.0,0.3207690715789795,270.18605613708496,0.2842217683792114,1722750328.3390272,0.9008747339248656,0.9140625,7488,1.1009093523025513,0.6822999715805054,{'runtime': 269},False,0.8653634306067244,0.996926788102894,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.833452548801686e-05,6,0.000321453538057415,32,False
49,still-sweep-750,5877,25.0,0.30842840671539307,288.6123900413513,0.2670709192752838,1722750394.860976,0.9054153561592102,0.8828125,5850,1.0055084228515625,0.72079998254776,{'runtime': 287},False,0.8275963882671671,0.9914574097883428,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,8.274358882363131e-05,6,0.0009121962949006822,32,False
50,peachy-sweep-749,11751,50.0,0.13023999333381653,663.6641223430634,0.07326266169548035,1722750316.8951864,0.9764623641967772,0.9296875,11700,1.324698567390442,0.7268000245094299,{'runtime': 662},False,0.8454502260272627,0.9968591837015705,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,4.3571490824648245e-05,6,0.0007285272718551637,32,False
51,morning-sweep-748,10107,43.0,0.19066870212554932,363.37543535232544,0.2109474241733551,1722750045.7646973,0.92721688747406,0.9453125,10062,1.2441798448562622,0.682699978351593,{'runtime': 362},False,0.8644784521109019,0.9903793174802972,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.271420741831493e-05,6,0.0003121075497444794,32,False
52,glamorous-sweep-747,8227,35.0,0.31423208117485046,295.06456780433655,0.2710219919681549,1722749671.0306408,0.9075186848640442,0.8984375,8190,1.0757910013198853,0.6930999755859375,{'runtime': 293},False,0.804578662878462,0.9913453784428174,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,3.5221350332022554e-05,6,0.00030050167377502834,32,False
53,rosy-sweep-746,10577,45.0,0.2196071296930313,509.3248631954193,0.25731921195983887,1722750090.8725452,0.91776841878891,0.9140625,10530,1.111526608467102,0.6758999824523926,{'runtime': 508},False,0.8512001592594239,0.993240423021788,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,9.059000557116302e-05,6,0.00019847980550798184,32,False
54,dark-sweep-745,4467,19.0,0.3590397834777832,164.54451155662537,0.4191288650035858,1722749360.0720346,0.8525307178497314,0.8984375,4446,0.934542953968048,0.7110999822616577,{'runtime': 163},False,0.8509299763105388,0.9919199440688106,trivial,-1,trivial,cifar10,0,3,30000,True,128,-1,False,True,6.677705190639342e-05,6,0.000890009099026941,32,False
